date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2021-03-22,1.2,-4,6,0,,228,6.8,,1008.4,
2021-03-23,1,-2,5,1.6,,343,14.9,,1005.9,
2021-03-24,0,-2,1,2.5,,5,20.4,,1009.4,
2021-03-25,0.3,-1,2,12.3,,7,18.2,,1011.9,
2021-03-26,4.3,1,11,0,,346,12.6,,1016.4,
2021-03-27,5.2,0,11,0,,322,11.7,,1021.1,
2021-03-28,7.3,1,13,0.6,,47,8.5,,1025.6,
2021-03-29,6,0,13,0,,100,13.4,,1026.8,
2021-03-30,4,-1,9,0,,32,17.6,,1031.3,
2021-03-31,5.9,-1,14,0,,49,11.7,,1028.1,
2021-04-01,9.1,2,16,0,,170,6.2,,1019.4,
2021-04-02,10,4,17,0,,204,13.4,,1008.8,
2021-04-03,5.3,3,8,5.8,,288,13.5,,1007.5,
2021-04-04,3.8,1,8,2.2,,173,5.7,,1013.4,
2021-04-05,3.9,0,9,0.7,,214,8.3,,1010.8,
2021-04-06,6.5,1,13,0,,187,18.2,,1009.5,
2021-04-07,8.1,4,12,8.1,,194,13.7,,1001.9,
2021-04-08,5.3,2,10,0.1,,303,17.1,,1013.1,
2021-04-09,5.3,0,11,0.6,,342,12.2,,1022.8,
2021-04-10,7.4,1,14,0,,2,12.6,,1025,
2021-04-11,10.5,3,17,0,,16,21.6,,1024.1,
2021-04-12,10,9,12,1.9,,112,13.8,,1020.1,
2021-04-13,9.4,8,11,0,,147,4.5,,1020.5,
2021-04-14,8.5,4,11,0,,118,6.2,,1017,
2021-04-15,7.7,6,10,6.4,,153,10.7,,1012.7,
2021-04-16,7.5,5,12,1.6,,187,17.4,,1014.2,
2021-04-17,7.3,2,13,0.8,,247,11.1,,1018.1,
2021-04-18,10,4,15,0.1,,180,4.5,,1016.8,
2021-04-19,9.8,6,14,0.3,,6,11.6,,1013.8,
2021-04-20,8.9,8,10,14.2,,0,15.9,,1005.4,
2021-04-21,10.4,5,15,0.5,,235,18,,1011.8,
2021-04-22,10.3,4,17,0,,180,11,,1019.5,
2021-04-23,11.6,6,18,5.3,,188,17.6,,1017.3,
2021-04-24,6.8,3,12,3.7,,289,20.1,,1017.2,
2021-04-25,6.9,0,14,0,,261,10.9,,1019.8,
2021-04-26,6.4,1,12,1.1,,231,14.6,,1014.5,
2021-04-27,2.8,-1,7,9.1,,254,12.9,,1016.3,
2021-04-28,6.8,1,13,3.1,,24,8,,1018.5,
2021-04-29,11.1,2,18,0,,107,11.9,,1018.8,
2021-04-30,15.1,10,20,0,,152,10.2,,1014.7,
2021-05-01,16.7,10,24,1.2,,253,10.2,,1013.7,
2021-05-02,17.4,12,22,2.6,,147,14.1,,1012.5,
2021-05-03,15.2,10,21,10.3,,226,15.6,,1008,
2021-05-04,10.3,4,15,0,,301,23.9,,1014.4,
2021-05-05,11.6,3,19,0,,194,11,,1015.7,
2021-05-06,14.1,6,21,0.2,,186,14.1,,1011.3,
2021-05-07,15,8,20,0.1,,256,9.8,,1014,
2021-05-08,12.1,7,15,7.8,,201,17.9,,1009.9,
2021-05-09,8.8,4,14,0,,323,29.7,,1018.3,
2021-05-10,11.3,3,18,0.1,,334,22.2,,1021.7,
2021-05-11,13.3,10,17,1.4,,17,27.3,,1014.1,
2021-05-12,9.3,7,14,8.4,,68,18.8,,1012.9,
2021-05-13,12.7,5,19,0.1,,110,8.7,,1012.3,
2021-05-14,18.2,12,25,0,,151,14.6,,1008.8,
2021-05-15,18.2,11,25,0,,201,12.2,,1011.9,
2021-05-16,20.8,12,28,0,,21,12,,1009.4,
2021-05-17,20.4,16,25,0,,136,14.9,,1002.5,
2021-05-18,17.1,14,23,4.5,,185,15.3,,1004.3,
2021-05-19,14.5,12,19,6.6,,184,13.5,,1002.2,
2021-05-20,16.1,11,21,0.5,,238,19.2,,1006.8,
2021-05-21,15.1,12,20,4,,349,25.2,,1009,
2021-05-22,16.6,10,24,0,,14,14.4,,1014.6,
2021-05-23,18.4,11,25,0,,332,9.3,,1014.8,
2021-05-24,15.8,13,20,4.1,,108,9.6,,1016.4,
2021-05-25,17.6,12,24,0,,28,11.3,,1019.8,
2021-05-26,20.5,14,27,0,,118,6.6,,1019.1,
2021-05-27,21.5,15,29,0,,74,8.3,,1016.7,
2021-05-28,20.8,14,28,1,,91,9.5,,1011.8,
2021-05-29,20.8,16,29,7,,16,14.1,,1007.3,
2021-05-30,18,14,23,2.6,,314,16.5,,1009.9,
2021-05-31,15.6,12,20,0.9,,23,15,,1013.3,
2021-06-01,10.5,9,12,45.6,,24,32,,1009.9,
2021-06-02,12.1,10,13,29.2,,30,22.4,,1009.6,
2021-06-03,11.8,11,14,18.5,,19,23.4,,1011,
2021-06-04,13.9,11,18,0.4,,9,14.7,,1016,
2021-06-05,16.5,12,21,0,,330,9.6,,1014.3,
2021-06-06,17.1,12,22,0.2,,332,11.3,,1011.8,
2021-06-07,16.7,12,22,7,,239,9,,1010.8,
2021-06-08,17,14,22,3.2,,273,6.6,,1009.8,
2021-06-09,16.7,12,23,2.9,,340,3.8,,1008.6,
2021-06-10,18,13,26,4.8,,308,5.4,,1007.7,
2021-06-11,17.7,14,24,9.5,,312,4.7,,1008.8,
2021-06-12,19,14,24,3.3,,325,5.4,,1010.3,
2021-06-13,19.8,15,26,1.7,,204,8.7,,1009.1,
2021-06-14,20.4,15,27,0.7,,99,10.8,,1011.2,
2021-06-15,20.9,16,29,3.1,,37,14.3,,1010.3,
2021-06-16,19.4,15,24,4.9,,66,9.2,,1010.8,
2021-06-17,19.8,18,24,16.2,,31,19.7,,1012.8,
2021-06-18,19,17,23,22.9,,62,16.1,,1017.3,
2021-06-19,20.8,16,27,0,,54,20.7,,1017.5,
2021-06-20,21.5,18,25,0.1,,63,23.4,,1013.9,
2021-06-21,23.5,18,30,0,,70,14.3,,1012.3,
2021-06-22,24.8,20,30,0,,72,21.3,,1012.3,
2021-06-23,25.2,20,31,0,,85,10.1,,1013.4,
2021-06-24,24.3,21,32,0,,45,16.5,,1014.2,
2021-06-25,25.9,19,33,0,,35,15.2,,1012.2,
2021-06-26,26.2,20,32,0,,41,12.5,,1008.4,
2021-06-27,23.2,19,30,9.8,,186,12.3,,1007.4,
2021-06-28,22.2,19,27,2.4,,279,14,,1011,
2021-06-29,20.4,17,26,2.3,,265,8.4,,1012.8,
2021-06-30,22.3,16,29,0,,287,7.8,,1012.8,
2021-07-01,23.7,18,30,0.4,,224,9.3,,1011.3,
2021-07-02,24.3,18,31,0.1,,222,7.1,,1008.9,
2021-07-03,19.9,18,23,3.8,,66,11.7,,1006.3,
2021-07-04,23.1,17,30,7.6,,40,16.5,,1004,
2021-07-05,23.3,20,29,10.6,,44,22.2,,1002.5,
2021-07-06,21,19,26,8.3,,55,24.6,,1006.9,
2021-07-07,19.4,17,23,4.1,,34,16.5,,1015.3,
2021-07-08,22.6,17,29,0,,38,17.1,,1021.7,
2021-07-09,23.3,16,31,0,,34,13.5,,1021.3,
2021-07-10,24.9,19,31,0,,26,15,,1016.8,
2021-07-11,25.1,19,32,0,,20,12.8,,1014.1,
2021-07-12,24,18,33,0.4,,351,15.5,,1013.5,
2021-07-13,23.8,17,31,0,,46,11.4,,1014.7,
2021-07-14,24.6,18,32,0,,54,10.8,,1016.1,
2021-07-15,25.5,19,33,0,,6,7.7,,1014.5,
2021-07-16,26.1,19,33,0,,305,9.8,,1012,
2021-07-17,25.8,20,32,0,,2,11.9,,1010,
2021-07-18,26.3,21,33,0,,1,11.6,,1007.9,
2021-07-19,27.3,21,35,0,,356,9.8,,1007.5,
2021-07-20,27,21,34,0,,358,12.2,,1007.7,
2021-07-21,22.3,18,28,10.5,,8,15.3,,1006,
2021-07-22,21,18,25,1,,358,21,,1006.7,
2021-07-23,20,15,26,0,,341,16.5,,1011.4,
2021-07-24,20.8,14,28,0,,347,8.9,,1014.1,
2021-07-25,22.7,16,30,0,,20,7.8,,1017.7,
2021-07-26,24.1,18,31,0,,49,12.8,,1019.7,
2021-07-27,24.5,18,32,0,,28,10.2,,1018.7,
2021-07-28,25.1,19,31,0,,189,9.3,,1015.8,
2021-07-29,23.5,20,32,2,,182,11.9,,1011.5,
2021-07-30,23,20,26,9.4,,216,11,,1008.7,
2021-07-31,24,17,31,0,,350,6.6,,1010.8,
2021-08-01,25.3,19,32,0,,29,5.1,,1012,
2021-08-02,26.4,19,33,0,,211,9.8,,1010.6,
2021-08-03,23.5,19,28,2.6,,341,8.3,,1012.5,
2021-08-04,22.3,16,30,0,,7,5.9,,1016.7,
2021-08-05,23.6,17,31,0,,109,8.3,,1014.4,
2021-08-06,25.1,18,33,0,,94,14.6,,1007,
2021-08-07,23,20,28,3.5,,354,20.3,,1005.4,
2021-08-08,23.2,19,29,3.6,,345,20.4,,1010,
2021-08-09,24.7,20,32,0.9,,351,9.5,,1012.3,
2021-08-10,24.3,21,31,3,,338,9,,1010.7,
2021-08-11,23.5,18,30,0.4,,352,11.9,,1008.3,
2021-08-12,24.2,21,30,0,,334,17.6,,1012.3,
2021-08-13,20.8,17,25,0,,352,19.2,,1018.2,
2021-08-14,20.8,16,28,0,,358,18.9,,1018.8,
2021-08-15,21,16,28,0,,1,13.5,,1016,
2021-08-16,23,15,32,0,,11,10.1,,1014.8,
2021-08-17,24.8,19,31,0.2,,138,7.5,,1014.2,
2021-08-18,25.5,20,33,0,,21,7.8,,1010.2,
2021-08-19,22.1,17,30,0.9,,334,17.9,,1006.9,
2021-08-20,19,18,21,10.4,,276,9.4,,1008,
2021-08-21,20.5,17,26,2.2,,289,13.1,,1011.7,
2021-08-22,21.2,16,28,0,,351,9.2,,1016.1,
2021-08-23,20.2,16,26,0,,5,14.6,,1018.1,
2021-08-24,20.4,14,28,0,,32,12.3,,1017.5,
2021-08-25,22.8,18,29,0,,148,9.3,,1014.1,
2021-08-26,22.2,16,29,6.3,,114,11.9,,1010.2,
2021-08-27,20.5,17,25,1.1,,238,7.1,,1011.5,
2021-08-28,22,16,29,0,,58,6.6,,1014.3,
2021-08-29,24.2,18,33,0,,71,15.6,,1011.3,
2021-08-30,25.8,20,34,0,,108,20.7,,1008.9,
2021-08-31,22.5,17,28,0.6,,324,15,,1008.4,
2021-09-01,19.3,13,27,0,,299,7.1,,1009.8,
2021-09-02,14.9,11,18,5.7,,324,18.8,,1005.4,
2021-09-03,12.9,8,19,0.1,,308,24.2,,1013.1,
2021-09-04,14.3,10,21,0.1,,299,16.8,,1013.1,
2021-09-05,11.8,6,19,0,,343,12.2,,1020,
2021-09-06,10.9,5,18,0,,341,13.1,,1025.3,
2021-09-07,11.3,4,20,0,,356,11.1,,1029,
2021-09-08,13.9,7,22,0,,17,6.8,,1027.3,
2021-09-09,15.8,7,25,0,,13,3.3,,1023.5,
2021-09-10,18,10,28,0,,357,5.9,,1018.6,
2021-09-11,19,13,28,0,,21,12.8,,1015.5,
2021-09-12,19.8,13,29,0,,60,10.5,,1013.7,
2021-09-13,19.5,13,28,0,,63,5.6,,1013,
2021-09-14,19.7,13,28,0,,333,9.2,,1013.2,
2021-09-15,15.8,11,23,0,,355,14.4,,1016.8,
2021-09-16,14.2,8,23,0,,0,8.4,,1017.5,
2021-09-17,16.3,10,24,0,,133,8,,1015.5,
2021-09-18,17.4,12,22,1.7,,155,13.5,,1010.7,
2021-09-19,17.1,14,23,5.1,,217,10.5,,1007.5,
2021-09-20,12.9,11,16,0.6,,280,13.5,,1010.1,
2021-09-21,10.3,8,12,1.4,,277,14.6,,1013.1,
2021-09-22,8.5,7,10,0.7,,285,11,,1014,
2021-09-23,8.4,7,10,2.9,,335,5,,1012.7,
2021-09-24,8,3,12,6.3,,234,12.3,,1009,
2021-09-25,10.5,7,16,0.3,,268,15.3,,1010.5,
2021-09-26,14.6,11,21,0.3,,288,22.4,,1015,
2021-09-27,10.8,7,15,0,,335,13.8,,1018.6,
2021-09-28,10.8,7,15,0,,14,13.7,,1022.3,
2021-09-29,9.8,6,12,0,,37,19.1,,1028.3,
2021-09-30,8.3,2,16,0,,44,17.1,,1030.6,
2021-10-01,9,3,17,0,,54,17.4,,1031.3,
2021-10-02,9,2,18,0,,61,18.2,,1029.1,
2021-10-03,10,4,18,0,,58,18.3,,1027.9,
2021-10-04,9.3,4,16,0,,41,16.5,,1028.2,
2021-10-05,11.4,7,17,0,,61,24.6,,1030.8,
2021-10-06,8.5,4,14,0,,67,26.4,,1033.4,
2021-10-07,6.1,1,14,0,,57,26.1,,1033.6,
2021-10-08,7.5,4,13,0.4,,57,27,,1032.3,
2021-10-09,7.3,2,14,0,,54,25.4,,1030.2,
2021-10-10,10.2,7,15,0.1,,49,20.3,,1028.8,
2021-10-11,9.8,5,17,0,,49,15.9,,1022.9,
2021-10-12,12.2,5,20,0.1,,104,9.6,,1013.5,
2021-10-13,11.6,7,16,1.9,,61,13.1,,1007.6,
2021-10-14,9.4,5,13,0.7,,293,15,,1016,
2021-10-15,8.8,5,15,0,,7,3.6,,1023.7,
2021-10-16,10.6,7,16,0,,26,14.4,,1017.9,
2021-10-17,10.1,7,15,0,,349,14.3,,1016.2,
2021-10-18,7,3,12,0,,303,14.1,,1018.4,
2021-10-19,5.7,1,11,1.6,,297,16.7,,1021.4,
2021-10-20,5.2,-3,13,0,,239,9.5,,1026,
2021-10-21,11.5,7,17,0,,201,24.6,,1018.1,
2021-10-22,14,10,20,0,,215,17.4,,1012.5,
2021-10-23,10.6,6,15,1.1,,243,11.4,,1015.9,
2021-10-24,5.7,0,11,0.1,,319,14.4,,1022.9,
2021-10-25,5,0,10,0,,344,12,,1030.7,
2021-10-26,3.6,-2,10,0,,151,8.3,,1031.8,
2021-10-27,4.5,-2,12,0,,181,8,,1026.6,
2021-10-28,6.6,0,13,0,,253,12.3,,1023.8,
2021-10-29,8,5,11,0,,353,9.2,,1027.5,
2021-10-30,7.4,1,16,0,,76,10.8,,1031.3,
2021-10-31,7,1,15,0,,86,14.3,,1027.4,
2021-11-01,7,2,14,0,,77,16.1,,1019.8,
2021-11-02,9.6,7,12,6.6,,123,15,,1011.5,
2021-11-03,10,8,12,2.9,,145,9.9,,1014.8,
2021-11-04,10.4,10,11,0,,160,8.7,,1023.2,
2021-11-05,13.3,10,18,0,,159,18.3,,1022.9,
2021-11-06,9.2,4,12,0.1,,235,12,,1022.6,
2021-11-07,5,1,11,1.4,,249,9.8,,1022.6,
2021-11-08,8.8,6,11,4.9,,220,14.3,,1015.6,
2021-11-09,5.3,2,8,0.4,,308,20.9,,1021.1,
2021-11-10,-0.5,-4,2,0,,356,18.9,,1034.6,
2021-11-11,-0.5,-5,5,0,,186,11,,1033,
2021-11-12,4.1,-1,10,0,,238,17.3,,1021.8,
2021-11-13,4.6,0,10,0,,357,7.4,,1025.5,
2021-11-14,2.9,-2,10,0,,100,11.6,,1027.7,
2021-11-15,1.4,-2,6,0,,25,17.4,,1029.8,
2021-11-16,-1.4,-5,4,0,,69,12.9,,1035.6,
2021-11-17,-1.7,-5,5,0,,68,10.7,,1028.3,
2021-11-18,-1.4,-7,6,0,,94,6.8,,1023.4,
2021-11-19,0.7,-1,3,0.7,,237,8.7,,1014.8,
2021-11-20,6.3,2,10,1.3,,248,24.9,,1004.9,
2021-11-21,4.7,-1,8,0,,241,19.7,,1010.2,
2021-11-22,5.5,4,7,0,,244,14.1,,1012,
2021-11-23,1.3,-4,4,0,,356,13.7,,1017.1,
2021-11-24,-2.8,-6,2,0,,304,6.6,,1024.4,
2021-11-25,-1.1,-4,5,0,,201,10.5,,1024.9,
2021-11-26,0.3,-3,6,0,,142,14.9,,1017.8,
2021-11-27,7.1,2,10,2.6,,162,18.9,,1005.3,
2021-11-28,8.6,8,10,4.4,,160,13.1,,1006,
2021-11-29,10.5,10,12,7.7,,175,23.3,,996.2,
2021-11-30,3.9,0,10,0,,257,18.5,,997,
2021-12-01,-0.2,-3,1,0.7,,264,17.1,,1000,
2021-12-02,1.6,-5,7,0,,199,19.4,,1008,
2021-12-03,8.2,7,11,0.2,,186,19.8,,1007,
2021-12-04,1.1,-1,5,1.4,,8,16.8,,1012,
2021-12-05,-0.1,-1,0,0,,44,14.1,,1012.5,
2021-12-06,2.3,0,6,1.7,,119,14.3,,1014.9,
2021-12-07,7.7,5,11,2.6,,130,15.3,,1010.1,
2021-12-08,5.8,4,8,0,,91,19.2,,1006,
2021-12-09,6.5,5,8,0.6,,161,11.6,,1012.5,
2021-12-10,6.5,5,8,0,,147,14.4,,1019.9,
2021-12-11,4.2,1,7,0,,126,27.3,,1020.8,
2021-12-12,0.3,0,1,0,,104,24.5,,1024.5,
2021-12-13,-0.4,-1,0,0,,109,19.5,,1020.4,
2021-12-14,0.8,0,2,0,,66,13.4,,1020,
2021-12-15,0.5,0,1,3,,20,19.1,,1019.7,
2021-12-16,-0.6,-2,1,0.5,,345,12.2,,1020.7,
2021-12-17,0.1,-2,1,2,,321,9.3,,1011.6,
2021-12-18,0.2,-1,1,0.3,,331,15.3,,1014.5,
2021-12-19,0,-2,2,2.8,,230,25.4,,1004.4,
2021-12-20,0.6,-1,2,2.6,,269,14,,999.4,
2021-12-21,-5.1,-12,-1,3.6,,340,17.9,,1008.8,
2021-12-22,-11.5,-14,-8,0.6,,297,21.2,,1018.9,
2021-12-23,-12.2,-17,-9,0,,307,11.1,,1023.4,
2021-12-24,-7.9,-17,0,4,,162,18.5,,1012.4,
2021-12-25,0.5,-1,2,1.5,,256,12.5,,1004.8,
2021-12-26,-4.7,-11,-1,3.8,,345,7.1,,1013.8,
2021-12-27,-11.7,-17,-7,0,,3,7.2,,1021.1,
2021-12-28,-5.8,-11,-1,21.7,,71,29.1,,1014.6,
2021-12-29,-4.1,-6,0,0,,211,10.7,,1011.4,
2021-12-30,-4.4,-5,-3,0,,328,3.3,,1018,
2021-12-31,-4.1,-5,-2,0,,196,7.5,,1016.3,
2022-01-01,0.6,-2,3,3.5,,241,19.4,,1006.5,
2022-01-02,-2,-9,2,1.4,,314,26.7,,1014.2,
2022-01-03,-1.6,-9,2,4.2,,211,20.6,,1004.9,
2022-01-04,2.4,0,4,0.2,,278,17.7,,1004.1,
2022-01-05,3,0,4,1.4,,186,15.9,,1004,
2022-01-06,3.3,2,4,0.8,,222,10.4,,1004.5,
2022-01-07,-0.4,-5,3,0.4,,285,18.6,,1016.5,
2022-01-08,-4.2,-8,0,0,,70,10.5,,1024.8,
2022-01-09,-0.7,-3,1,0.6,,112,17.3,,1012.2,
2022-01-10,1.2,0,2,0,,46,11.3,,1010.2,
2022-01-11,-3,-7,1,0,,337,23.4,,1018,
2022-01-12,-8.6,-11,-7,0,,340,23.9,,1022.5,
2022-01-13,-10.6,-16,-6,0.5,,287,21.6,,1022.3,
2022-01-14,-0.8,-6,2,1.2,,243,28.4,,1001.7,
2022-01-15,0.3,-1,1,0.2,,308,40.7,,1001.2,
2022-01-16,0,-1,2,0.4,,303,23.6,,1015.4,
2022-01-17,-0.3,-4,2,1.2,,217,20.4,,1006.8,
2022-01-18,-3,-6,0,3.1,,294,30,,1003.1,
2022-01-19,-6.4,-12,-5,1,,324,23,,1017.6,
2022-01-20,-7.9,-14,-2,0,,153,8.9,,1015.2,
2022-01-21,-2,-5,0,0.6,,225,17.9,,1007.1,
2022-01-22,-4.9,-8,-2,0,,218,11.6,,1010.3,
2022-01-23,-6.3,-10,-3,0.3,,12,12,,1017.4,
2022-01-24,-5.3,-7,-4,5.9,,17,29.3,,1021.5,
2022-01-25,-7.1,-8,-6,0.7,,18,11,,1021.8,
2022-01-26,-6.8,-8,-6,1.1,,263,6.8,,1017.1,
2022-01-27,-6.9,-10,-3,0,,286,5.9,,1017.9,
2022-01-28,-2.8,-6,0,2,,193,16.8,,1011.1,
2022-01-29,0,-1,1,1.5,,252,22.1,,1009.9,
2022-01-30,-1.1,-4,1,0.1,,214,20.3,,1004.5,
2022-01-31,0.1,-1,2,1.4,,214,22.7,,999,
2022-02-01,-0.2,-2,3,0,,215,9.5,,1007.6,
2022-02-02,0,-1,2,2.8,,67,8.6,,1006.8,
2022-02-03,0.3,0,1,1.7,,338,7.7,,1008.3,
2022-02-04,-2.3,-4,0,0.5,,320,23.9,,1012,
2022-02-05,-3.2,-7,0,0.3,,278,13.5,,1015.1,
2022-02-06,-1,-5,3,2.3,,241,13,,1012.9,
2022-02-07,1.2,-2,3,0,,168,15.6,,1007,
2022-02-08,1.8,0,3,3.3,,1,12.9,,1006.2,
2022-02-09,0.3,-3,3,0.3,,296,17.9,,1013.5,
2022-02-10,1,-3,3,0.2,,259,17,,1018.8,
2022-02-11,3.5,2,8,0.4,,239,13.5,,1017.5,
2022-02-12,1.3,0,3,0.8,,329,15.5,,1021.2,
2022-02-13,-0.3,-4,5,0,,280,9,,1033,
2022-02-14,-0.1,-5,6,0,,111,5,,1028.2,
2022-02-15,0.8,-4,6,0,,109,12.6,,1025.5,
2022-02-16,0.3,-3,4,0,,158,12.3,,1021,
2022-02-17,4.4,1,9,0.7,,176,24.9,,1006.6,
2022-02-18,4,-1,6,0.7,,268,14.9,,1001.5,
2022-02-19,2.5,-3,7,2.4,,235,16.5,,1013.3,
2022-02-20,4,1,8,0,,264,16.1,,1013.6,
2022-02-21,4,-1,10,0,,235,15,,1010.2,
2022-02-22,4.3,0,8,0.4,,181,11.9,,1008.3,
2022-02-23,5,2,9,3.7,,344,9.9,,1014.5,
2022-02-24,3,-0.2,7.9,0,,28,10.5,,1022,
2022-02-25,1.7,-0.5,2.8,2.2,,25,14,,1017.8,
2022-02-26,2.4,0.5,4.8,0.4,,355,16.3,,1019.2,
2022-02-27,0.5,-1.5,3.2,0,,4,16.1,,1027.6,
2022-02-28,0.9,-1.7,3.9,0,,26,15.6,,1026.9,
2022-03-01,2,0.5,4.2,1.9,,57,19.2,,1023.4,
2022-03-02,2.6,1.2,5.5,3.2,,109,14.1,,1018,
2022-03-03,2.5,1,4.2,4.9,,33,15.2,,1008.5,
2022-03-04,1.9,0.5,3.8,0.6,,308,22,,1007.1,
2022-03-05,-0.3,-1.6,1.2,3.1,,323,18.5,,1012.5,
2022-03-06,-1.2,-3.3,0.4,0.3,,357,9.6,,1021.3,
2022-03-07,-0.7,-4.5,1.7,0.6,,235,7.1,,1015.5,
2022-03-08,-1.5,-3.8,1.2,1.4,,320,7.9,,1012.1,
2022-03-09,-2.8,-5.6,0.2,0.4,,357,14.9,,1015.3,
2022-03-10,-5.8,-8.2,-3.5,0.7,,16,23.5,,1022,
2022-03-11,-5,-7.8,-1.8,0.7,,30,21.6,,1024.3,
2022-03-12,-6,-11.1,-0.7,0,,23,11.2,,1026.7,
2022-03-13,-3.1,-7.5,2.2,0,,98,7.3,,1028.1,
2022-03-14,-1.1,-6.4,3.8,0,,297,12.1,,1032.8,
2022-03-15,1,-4.5,7,0,,352,16.4,,1029.6,
2022-03-16,-3.2,-6.6,0.7,0,,37,14.2,,1031.9,
2022-03-17,-4.2,-7.5,0.5,0.1,,19,20.2,,1033.5,
2022-03-18,-3.4,-7.5,0.5,0.1,,40,17.5,,1039.9,
2022-03-19,-2,-7.3,4.4,0,,32,14.6,,1041.5,
2022-03-20,-0.8,-6.5,5.5,0,,19,12.1,,1039.6,
2022-03-21,3.2,-3.9,11,0,,352,14.2,,1033.1,
2022-03-22,3.1,-1.7,9.3,0,,52,14.9,,1034.1,
2022-03-23,3.4,-3.2,10.1,0,,57,5.4,,1030.4,
2022-03-24,3.7,-2.8,11.3,0,,174,10.2,,1019.2,
2022-03-25,3.1,-3.6,9.8,0,,69,8.3,,1019.6,
2022-03-26,6.4,-2.8,13,0.2,,252,17.2,,1016.9,
2022-03-27,2.9,-0.4,7.3,2.3,,311,28.5,,1014.3,
2022-03-28,2.4,-2.9,7.5,0,,266,19.9,,1023.3,
2022-03-29,8.5,2.9,15.6,0,,220,24.3,,1011.3,
2022-03-30,10.1,3.3,18.5,0,,205,14.6,,1006.6,
2022-03-31,11.4,5.3,18.5,0,,192,20.4,,1007.5,
2022-04-01,14.5,8.7,20,0,,193,25.4,,1002.8,
2022-04-02,13.7,10.7,18.3,2.2,,200,25.2,,996.7,
2022-04-03,8.3,4.4,11.3,12.8,,268,13.4,,999.5,
2022-04-04,4,1.5,7,0.3,,286,16.3,,1011.7,
2022-04-05,4.8,-0.7,9.4,0.3,,216,19.2,,1012.4,
2022-04-06,9.1,4,14.8,0,,228,17,,1011.2,
2022-04-07,9.7,4.4,16.1,0,,179,16.6,,1011.4,
2022-04-08,10.5,5.9,15.7,1.2,,173,13.2,,1000.7,
2022-04-09,11.3,2.5,18,0,,190,17.3,,1006.3,
2022-04-10,12.9,8.6,18.5,0,,169,16.5,,1005.7,
2022-04-11,10.5,6.7,14.6,2.9,,299,16.9,,1004.2,
2022-04-12,4.5,3.2,6.5,14.3,,322,29,,1004.4,
2022-04-13,6.8,3,11.1,18.1,,329,22.8,,1005.3,
2022-04-14,11.1,8.8,14.4,1.2,,346,20.2,,1012.6,
2022-04-15,11,5.7,16.3,0,,262,8.7,,1018.8,
2022-04-16,11.6,6.1,17.3,1.6,,202,16.6,,1014.7,
2022-04-17,8.7,6.8,10.8,3.9,,313,13.1,,1014.7,
2022-04-18,6.4,5.4,7.9,7.8,,347,17.2,,1009.1,
2022-04-19,8.3,5.3,11.9,3.1,,308,12.3,,1007.2,
2022-04-20,8.4,4.2,12,0.9,,223,13.1,,1011.2,
2022-04-21,7,3,11.3,0.4,,176,14.5,,1015.2,
2022-04-22,8.7,1.8,13.8,0.1,,199,7.1,,1018.4,
2022-04-23,10.5,5.8,16,2.1,,154,14.6,,1015.4,
2022-04-24,12.6,8.6,17.8,4.2,,206,11.2,,1010.6,
2022-04-25,14.1,6.3,20.3,0,,165,10.4,,1011.7,
2022-04-26,15.1,8.7,20.9,0,,230,10.8,,1009.9,
2022-04-27,13.2,9.6,17.1,0,,315,13.9,,1016.6,
2022-04-28,12.5,7.2,18,0,,6,10,,1021.4,
2022-04-29,12.3,9.1,15.1,0.1,,31,15.2,,1022.9,
2022-04-30,10.4,6.9,14.8,6.4,,58,12.9,,1022.2,
2022-05-01,11.1,4.7,15.6,0,,38,7.6,,1021.8,
2022-05-02,12,8.8,15.9,0,,127,5.9,,1020.3,
2022-05-03,11.9,6,16.6,0.1,,198,7.2,,1016.9,
2022-05-04,13,7.4,19,3,,231,9.9,,1013.8,
2022-05-05,11.3,7.5,15.2,0,,21,19.5,,1020.1,
2022-05-06,10.9,5.7,15.9,0,,60,13.9,,1026.4,
2022-05-07,11.1,5.3,16.8,0,,90,10,,1026,
2022-05-08,12.7,5.3,18.8,0,,149,6.1,,1023.8,
2022-05-09,14.1,9.3,19.8,4.2,,294,14.4,,1020,
2022-05-10,10.9,6.2,14.2,0,,344,14.4,,1020.8,
2022-05-11,11.3,4.6,16.5,0,,311,12.9,,1016.8,
2022-05-12,16.2,6.9,23.5,0,,244,16.1,,1016.1,
2022-05-13,18.4,13.8,23.7,1.4,,269,15.8,,1014.6,
2022-05-14,15.3,12.4,18.7,13.9,,173,6.3,,1011.5,
2022-05-15,14.8,11.3,18.4,0,,305,15.9,,1012.5,
2022-05-16,14.2,10.2,18.3,0,,299,14.5,,1015.5,
2022-05-17,14,10.2,17.8,0,,315,12.8,,1013.9,
2022-05-18,12.5,9.6,16.3,0,,347,16,,1011.1,
2022-05-19,13.3,8,17.9,0.1,,344,18.2,,1017.3,
2022-05-20,15.5,9.8,20.8,0,,304,14.6,,1017.9,
2022-05-21,19.6,13.7,25.4,2,,239,18.9,,1008.6,
2022-05-22,16.5,11.9,19.5,2.5,,287,20.1,,1001.9,
2022-05-23,13.3,9.7,17,0,,348,12.3,,1005.9,
2022-05-24,13.5,8.4,17.5,0,,344,8.9,,1011.8,
2022-05-25,15,8.3,20.6,0,,298,8.4,,1017.1,
